Price,Age,KM,FuelType,HP,MetColor,Automatic,CC,Doors,Weight,log_KM
13500,23,46986,Diesel,90,1,0,2000,3,1165,10.757626246687856
13750,23,72937,Diesel,90,1,0,2000,3,1165,11.197365044189649
13950,24,41711,Diesel,90,1,0,2000,3,1165,10.638544136173284
14950,26,48000,Diesel,90,0,0,2000,3,1165,10.778977123006351
13750,30,38500,Diesel,90,0,0,2000,3,1170,10.55843949396453
12950,32,61000,Diesel,90,0,0,2000,3,1170,11.0186455364637
16900,27,94612,Diesel,90,1,0,2000,3,1245,11.457550166317423
18600,30,75889,Diesel,90,1,0,2000,3,1245,11.237040202397958
21500,27,19700,Petrol,192,0,0,1800,3,1185,9.888424674859083
12950,23,71138,Diesel,69,0,0,1900,3,1105,11.17239098861422
20950,25,31461,Petrol,192,0,0,1800,3,1185,10.35653574738245
19950,22,43610,Petrol,192,0,0,1800,3,1185,10.683064691094435
19600,25,32189,Petrol,192,0,0,1800,3,1185,10.379411124292854
21500,31,23000,Petrol,192,1,0,1800,3,1185,10.043292972227004
22500,32,34131,Petrol,192,1,0,1800,3,1185,10.437990639656476
22000,28,18739,Petrol,192,0,0,1800,3,1185,9.838415555792412
22750,30,34000,Petrol,192,1,0,1800,3,1185,10.434145214930487
17950,24,21716,Petrol,110,1,0,1600,3,1105,9.985850642961251
16750,24,25563,Petrol,110,0,0,1600,3,1065,10.148940390770173
16950,30,64359,Petrol,110,1,0,1600,3,1105,11.07224760110632
15950,30,67660,Petrol,110,1,0,1600,3,1105,11.122265222006739
16950,29,43905,Petrol,110,0,1,1600,3,1170,10.689806263983868
15950,28,56349,Petrol,110,1,0,1600,3,1120,10.939337519467923
16950,28,32220,Petrol,110,1,0,1600,3,1120,10.380373692872555
16250,29,25813,Petrol,110,1,0,1600,3,1120,10.158672259395132
15950,25,28450,Petrol,110,1,0,1600,3,1120,10.255938588321637
17495,27,34545,Petrol,110,1,0,1600,3,1120,10.45004704825323
15750,29,41415,Petrol,110,1,0,1600,3,1120,10.631422558581738
16950,28,44142,Petrol,110,0,0,1600,3,1120,10.695189643065287
17950,30,11090,Petrol,110,1,0,1600,3,1120,9.313889247604742
12950,29,9750,Petrol,97,1,0,1400,3,1100,9.18512512283512
15750,22,35199,Petrol,97,1,0,1400,3,1100,10.468801361586188
15950,27,29510,Petrol,97,1,0,1400,3,1100,10.292518354180867
14950,26,32692,Petrol,97,1,0,1400,3,1100,10.394916266691387
15500,22,41000,Petrol,97,1,0,1400,3,1100,10.62135173563291
15750,26,43000,Petrol,97,0,0,1400,3,1100,10.668978650219241
15950,25,25000,Petrol,97,0,0,1400,3,1100,10.12667110305036
14950,23,10000,Petrol,97,1,0,1400,3,1100,9.210440366976517
15750,32,25329,Petrol,97,1,0,1400,3,1100,10.13974474299572
14750,27,27500,Petrol,97,0,0,1400,3,1100,10.221977646629885
13950,22,49059,Petrol,97,0,0,1400,3,1100,10.80079931781248
16750,27,44068,Petrol,97,1,0,1400,3,1100,10.69351186640545
13950,22,46961,Petrol,97,0,0,1400,3,1100,10.757094043032893
16950,27,110404,Diesel,90,0,0,2000,5,1255,11.61191070165465
16950,22,100250,Diesel,90,0,0,2000,5,1255,11.515432320181409
19000,23,84000,Diesel,90,0,0,2000,5,1270,11.338583982516495
17950,27,79375,Diesel,90,1,0,2000,5,1255,11.28195133454083
15800,22,75048,Petrol,97,1,0,1400,5,1110,11.22589651252247
17950,22,72215,Diesel,90,1,0,2000,5,1255,11.18741690697799
21950,31,64982,Petrol,192,1,0,1800,5,1195,11.081880976209089
17950,22,62636,Diesel,90,1,0,2000,5,1255,11.045111436797486
15750,30,57086,Petrol,97,1,0,1400,5,1110,10.952331698970116
20500,26,56000,Petrol,110,1,1,1600,5,1180,10.933124826700707
21950,27,49866,Petrol,192,1,0,1800,5,1195,10.817114740324042
15500,25,49163,Petrol,110,0,1,1600,5,1165,10.802916927334872
13250,32,45725,Petrol,110,1,0,1600,5,1075,10.730422342894173
15250,28,43210,Petrol,97,0,0,1400,5,1110,10.673850371449209
15250,26,43000,Petrol,97,0,0,1400,5,1110,10.668978650219241
18950,23,39704,Petrol,110,1,1,1600,5,1180,10.589232403329312
15999,30,38950,Petrol,110,1,0,1600,5,1130,10.570059724910275
14950,22,37400,Petrol,97,1,0,1400,5,1110,10.529452721013085
16500,27,37177,Petrol,110,0,0,1600,5,1130,10.523472467467089
18750,31,36544,Petrol,110,1,0,1600,5,1130,10.506299656914493
17950,30,33511,Petrol,110,1,0,1600,5,1130,10.419658862626871
17950,27,32809,Petrol,97,1,0,1400,5,1110,10.398488625955148
16950,26,32181,Petrol,110,1,0,1600,5,1075,10.379162569019096
18950,28,30993,Petrol,110,1,0,1600,5,1130,10.34154891634728
14950,22,30400,Petrol,97,1,0,1400,5,1110,10.322230781590136
22250,22,30000,Diesel,110,1,0,2000,5,1275,10.308985993422082
15950,25,29719,Petrol,97,1,0,1400,5,1110,10.299575498831695
15950,28,29206,Petrol,97,1,0,1400,5,1110,10.282163685554078
12995,32,29198,Petrol,97,1,0,1400,5,1060,10.281889741094604
18950,28,28817,Petrol,110,1,0,1598,5,1130,10.268755470892879
15750,23,28227,Petrol,97,1,0,1400,5,1110,10.248069672120721
19950,28,28000,Petrol,110,0,0,1600,5,1130,10.239995502805316
16950,23,28000,Petrol,110,1,0,1600,5,1115,10.239995502805316
18750,31,25266,Petrol,110,1,0,1600,5,1130,10.137254475487468
18450,27,23489,Petrol,110,0,0,1600,5,1115,10.064330077652958
16895,29,22575,Petrol,110,1,0,1600,5,1115,10.024642674092595
14900,30,22000,Petrol,97,1,0,1400,5,1110,9.99884318585288
18950,25,20019,Petrol,110,1,1,1600,5,1180,9.90448705286921
17250,29,20000,Petrol,110,1,0,1600,5,1115,9.90353755128617
15450,25,17003,Petrol,97,1,0,1400,5,1110,9.741203889478681
17950,31,16238,Petrol,110,1,1,1600,5,1180,9.695171035465087
16650,25,15414,Petrol,97,1,0,1400,5,1110,9.64309634032025
17450,28,8537,Petrol,110,1,0,1600,5,1130,9.052282067317908
14900,30,7000,Petrol,97,1,0,1400,5,1100,8.853808274977197
17950,20,66966,Diesel,90,1,0,2000,3,1245,11.111955239723324
15950,19,51884,Petrol,97,1,0,1400,3,1100,10.85678501003938
21950,19,50005,Diesel,110,1,0,2000,3,1265,10.819898277210859
16450,20,48110,Petrol,97,1,0,1400,3,1100,10.781266120176918
22250,20,37500,Diesel,90,1,0,2000,3,1260,10.53212287826962
19950,16,34472,Diesel,90,1,0,1995,3,1260,10.447931687925744
15950,20,33329,Petrol,97,1,0,1400,3,1100,10.414213171301785
18900,20,31850,Petrol,110,0,0,1600,3,1120,10.368824057681683
19950,17,30351,Diesel,90,1,0,1995,3,1260,10.320617692174796
15950,19,29435,Petrol,97,1,0,1400,3,1100,10.28997369404649
15950,19,25948,Petrol,97,1,0,1400,3,1100,10.163888352206046
18750,11,24500,Petrol,110,1,0,1600,3,1120,10.106469212026385
17450,18,23902,Petrol,97,1,0,1400,3,1100,10.0817592530548
18990,20,23175,Petrol,110,1,0,1600,3,1120,10.050872539449186
16250,19,19200,Petrol,97,1,0,1400,3,1100,9.862717639992917
18500,13,18000,Petrol,71,0,0,1400,3,1125,9.798182590890704
18500,11,16123,Petrol,110,1,0,1600,3,1105,9.688064124237057
19450,11,14635,Petrol,110,1,1,1600,3,1155,9.591239526139097
16950,19,13748,Petrol,97,1,0,1400,3,1100,9.528721373177234
18800,14,11500,Petrol,110,1,0,1600,3,1045,9.350189267092581
17450,17,10000,Petrol,97,1,0,1400,3,1100,9.210440366976517
17950,20,7187,Petrol,110,1,0,1600,3,1105,8.88016824790345
32500,4,1,Diesel,116,0,0,2000,5,1480,0.6931471805599453
31000,4,4000,Diesel,116,1,0,2000,5,1480,8.294299608857235
31275,4,1500,Diesel,116,1,0,2000,5,1480,7.313886831633462
24950,8,13253,Diesel,116,1,0,2000,5,1320,9.492054672648171
24950,8,13253,Diesel,116,1,0,2000,5,1320,9.492054672648171
22950,7,10000,Diesel,116,1,0,2000,5,1270,9.210440366976517
24990,8,6000,Diesel,90,1,0,2000,5,1280,8.699681400989514
21950,8,10841,Diesel,90,1,0,2000,5,1270,9.291182759820284
17900,7,1,Petrol,110,1,0,1600,3,1105,0.6931471805599453
19250,20,63000,Diesel,90,1,0,2000,5,1255,11.050905878263567
22250,17,57313,Diesel,110,1,0,2000,5,1275,10.956300200957314
18950,13,57037,Petrol,110,0,0,1600,5,1115,10.951472991359848
19950,19,51099,Diesel,90,1,0,2000,5,1255,10.841539776191796
16350,14,40010,Petrol,110,1,0,1600,5,1115,10.596909695290504
18950,20,39115,Petrol,110,1,0,1600,5,1130,10.574286869432166
16950,17,36012,Petrol,110,0,0,1600,5,1130,10.491635263364433
21750,16,36000,Petrol,110,1,0,1600,5,1130,10.491301994830229
15950,20,36000,Petrol,110,1,0,1600,5,1075,10.491301994830229
16500,20,35000,Petrol,97,1,0,1400,5,1110,10.463131911491967
17950,17,33740,Petrol,97,1,0,1400,5,1135,10.426468994072131
15850,13,33477,Petrol,110,1,0,1600,5,1075,10.418643785662566
16250,20,32627,Petrol,97,1,0,1400,5,1110,10.39292609442047
15950,20,29797,Petrol,97,1,0,1400,5,1110,10.302196556147285
16250,19,29441,Petrol,97,1,0,1400,5,1110,10.290177505317958
15950,13,29371,Petrol,110,1,0,1600,4,1105,10.2877971185715
16500,20,29000,Petrol,97,0,0,1400,5,1110,10.275085591132715
16500,19,27821,Petrol,97,0,0,1400,5,1110,10.233582353619516
18450,19,27371,Petrol,97,0,0,1400,5,1135,10.217275872072388
16250,13,25170,Petrol,110,1,0,1600,5,1105,10.13344781717726
23000,11,25000,Diesel,116,1,0,2000,5,1320,10.12667110305036
19900,20,23000,Petrol,110,1,0,1600,5,1130,10.043292972227004
16450,20,22588,Petrol,97,1,0,1400,5,1110,10.025218341107275
23950,19,21684,Petrol,192,1,0,1800,5,1185,9.984376056269467
19950,13,21428,Petrol,110,1,0,1600,5,1130,9.972500423823082
18500,16,20629,Petrol,110,1,0,1600,4,1090,9.934501606065297
18950,15,20270,Petrol,110,1,0,1600,5,1130,9.916946572220285
16450,16,20105,Petrol,97,0,0,1400,5,1110,9.908773556965365
20500,20,20000,Petrol,110,0,1,1600,5,1165,9.90353755128617
24500,13,19988,Petrol,110,1,0,1600,5,1130,9.902937401230647
19450,19,18328,Petrol,110,0,0,1600,5,1130,9.816239783971849
20950,14,17896,Petrol,110,1,1,1600,4,1150,9.792388380017409
17200,20,17300,Petrol,97,1,0,1400,5,1110,9.758519582283522
19950,19,17038,Petrol,110,0,0,1600,5,1130,9.74326011321524
18450,10,13747,Petrol,97,1,0,1400,5,1110,9.528648637969724
19500,12,13634,Petrol,110,1,0,1600,5,1115,9.52039529527969
21750,13,13178,Petrol,110,1,0,1600,5,1130,9.486379932643889
16868,15,13157,Petrol,97,1,0,1400,4,1085,9.484785217645943
19500,16,13000,Petrol,110,1,0,1600,4,1105,9.472781556562168
18900,11,12500,Petrol,110,1,0,1600,5,1115,9.433563920090563
19750,17,11999,Petrol,110,1,0,1600,5,1130,9.392661928770137
19750,16,11754,Petrol,110,0,1,1600,5,1180,9.37203396097417
18950,16,11000,Petrol,110,1,0,1600,4,1105,9.305741456739435
20750,17,10000,Petrol,110,0,0,1598,5,1105,9.210440366976517
19600,9,7650,Petrol,110,1,0,1600,5,1115,8.942591637231851
19500,14,6500,Petrol,110,1,0,1600,4,1100,8.77971129020447
17650,11,6155,Petrol,97,1,0,1400,5,1110,8.72518249495877
19950,14,6000,Petrol,110,0,0,1600,5,1130,8.699681400989514
19950,14,5459,Petrol,110,1,0,1600,5,1130,8.605204068738951
20950,14,5278,Petrol,110,1,1,1600,4,1150,8.571491964823617
20500,12,5000,Petrol,110,1,0,1600,5,1130,8.517393171418904
17795,9,1,Petrol,98,1,0,1400,4,1065,0.6931471805599453
18245,9,1,Petrol,110,1,0,1600,5,1075,0.6931471805599453
23750,8,11000,Petrol,110,1,0,1600,5,1130,9.305741456739435
19500,8,10077,Petrol,97,1,0,1400,5,1110,9.218110109240543
18950,8,10000,Petrol,97,1,0,1400,5,1110,9.210440366976517
21950,8,9788,Petrol,110,1,0,1600,5,1130,9.18901458526143
19950,8,8574,Petrol,110,1,0,1600,5,1130,9.056606272034141
18950,8,7000,Petrol,110,0,0,1600,5,1115,8.853808274977197
19950,7,6250,Petrol,110,1,0,1600,5,1115,8.740496729931813
21950,8,5000,Petrol,110,1,0,1600,5,1130,8.517393171418904
22500,6,3000,Petrol,110,0,0,1600,5,1130,8.006700845440367
18500,7,2000,Petrol,110,0,0,1600,5,1075,7.601402334583733
18700,7,450,Petrol,97,1,0,1400,5,1110,6.111467339502679
21125,2,225,Petrol,97,1,0,1400,5,1110,5.420534999272286
21500,2,15,Petrol,110,1,0,1600,5,1130,2.772588722239781
17795,1,1,Petrol,98,1,0,1400,4,1100,0.6931471805599453
18245,1,1,Petrol,110,1,0,1600,5,1075,0.6931471805599453
6950,43,243000,Diesel,69,0,0,1900,3,1110,12.400820837540556
9500,38,180638,Diesel,90,0,0,2000,4,1160,12.104255843495713
11950,40,179860,Diesel,90,1,0,2000,5,1205,12.099939609332957
7750,43,178858,CNG,110,0,0,1600,3,1084,12.094353064919542
11950,40,161000,Diesel,69,1,0,1900,3,1105,11.989165855127435
4350,44,158320,Diesel,69,0,0,1800,5,1110,11.972379896577873
4750,44,131273,Diesel,69,1,0,1800,5,1110,11.785042020880399
11750,40,130062,Diesel,69,1,0,1900,5,1140,11.775774227434223
13250,41,123425,Diesel,69,1,0,1900,5,1140,11.72339706518053
11950,37,118217,Petrol,110,1,0,1600,5,1075,11.680285656624022
11900,44,110000,Diesel,69,1,0,1900,5,1095,11.608244735642321
14750,39,108847,Diesel,90,1,0,2000,5,1205,11.597707692584843
9950,42,105699,Petrol,97,1,0,1400,3,1025,11.568360171858329
11950,39,98823,CNG,110,1,0,1600,5,1119,11.501095769216649
11495,44,96829,Petrol,110,1,0,1600,5,1075,11.480712142605578
11250,40,96518,Petrol,97,1,0,1400,3,1025,11.477495159138261
10500,42,92204,Petrol,110,1,0,1600,5,1075,11.43176963800922
10450,35,91456,Diesel,69,1,0,1900,3,1110,11.423624195449495
12950,43,89968,Diesel,69,1,0,1900,5,1140,11.407220445533344
11500,44,89757,Petrol,110,1,0,1600,3,1045,11.404872438868356
12500,40,85389,Petrol,110,1,0,1600,5,1075,11.354984276901652
10950,43,85017,Petrol,97,0,0,1400,5,1060,11.350618277759356
11450,41,84312,Petrol,110,0,0,1600,5,1080,11.342291343251283
11950,37,82743,CNG,110,1,0,1600,5,1121,11.32350678305764
13250,41,81106,Diesel,69,1,0,1900,5,1140,11.303524549572323
14750,40,80425,Diesel,90,1,0,2000,5,1205,11.295092785974596
11790,34,78677,Petrol,110,1,1,1600,5,1105,11.27311885275948
11450,40,78425,Petrol,110,1,0,1600,5,1075,11.269910784013607
13500,33,78108,Diesel,90,1,0,2000,3,1170,11.265860566064319
10950,33,77321,Petrol,110,1,0,1600,5,1075,11.255733799516447
13500,33,75699,Diesel,69,0,0,1900,3,1105,11.23453343942554
10950,41,75697,Petrol,97,1,0,1400,3,1025,11.234507018997263
10950,44,74846,Petrol,97,1,0,1400,3,1025,11.223201308884223
12950,38,74319,Petrol,110,1,0,1600,5,1075,11.21613537348772
11950,43,74285,Petrol,110,1,0,1600,5,1075,11.215677787648746
12450,44,74172,Petrol,110,1,0,1600,5,1615,11.214155481532952
11950,40,73042,Petrol,110,1,0,1598,5,1075,11.198803587809808
14950,44,71793,CNG,110,1,0,1600,4,1067,11.181556186084919
12450,35,71200,Petrol,110,1,0,1600,5,1075,11.173262142245258
12950,38,67805,Petrol,110,1,0,1600,5,1075,11.124405965588206
11950,35,65988,Petrol,110,1,0,1600,3,1040,11.097243340451463
11690,34,65345,Petrol,97,1,0,1400,5,1060,11.087451508303742
12450,42,64564,Petrol,110,1,0,1600,5,1080,11.075427747280752
12750,36,63459,Petrol,97,1,0,1400,5,1060,11.058165065137187
11925,44,63451,Petrol,97,0,0,1400,3,1025,11.058038993528346
12950,33,62000,Petrol,110,1,0,1600,5,1075,11.034905792929415
11950,42,61300,Petrol,97,1,0,1400,3,1030,11.023551435004947
12900,41,61200,Petrol,110,1,0,1600,3,1045,11.021918808236205
11900,41,61000,Petrol,110,0,0,1600,5,1075,11.0186455364637
11650,38,60829,Petrol,110,1,0,1600,5,1075,11.015838367314752
10950,44,60500,Petrol,110,0,0,1600,5,1075,11.010415172807951
13950,35,59500,Diesel,69,1,0,1900,3,1110,10.993748398115178
13950,44,59000,Petrol,110,0,1,1600,5,1110,10.985309671896763
11950,40,58954,Petrol,110,1,0,1600,5,1080,10.984529720010773
10950,38,58798,Petrol,110,1,0,1600,5,1075,10.98188012693938
12450,38,58363,Petrol,110,1,0,1600,3,1055,10.974454540383913
11950,43,58277,Petrol,110,1,0,1600,3,1045,10.972979942630385
13500,33,57711,Diesel,90,1,0,2000,3,1165,10.96322040314332
11690,33,57269,Petrol,110,1,0,1600,5,1075,10.955532205387904
13500,39,56001,Petrol,110,1,0,1600,5,1075,10.933142683365261
11950,42,55968,Petrol,110,0,0,1600,3,1050,10.932553245011482
12900,39,55678,Petrol,110,1,0,1600,4,1030,10.927358335076908
13500,43,55539,Petrol,110,1,0,1600,5,1085,10.92485876086079
11750,42,55400,Petrol,110,0,0,1600,5,1075,10.922352923113982
11750,33,55350,Petrol,110,0,0,1600,5,1075,10.921450004820915
10850,43,54600,Petrol,110,0,0,1600,4,1030,10.907807476583594
11750,43,53773,Petrol,110,1,0,1600,5,1075,10.892545357961163
14950,42,53719,Petrol,110,1,1,1600,5,1105,10.891540650637173
9940,39,53644,Petrol,110,1,0,1600,5,1075,10.890143547070847
12900,42,53350,Petrol,110,0,0,1600,5,1075,10.884648000696686
13500,38,53000,Petrol,110,1,0,1600,5,1075,10.87806606028079
11750,44,52084,Petrol,97,1,0,1400,3,1025,10.86063227841855
11950,44,52000,Petrol,97,0,0,1400,3,1025,10.859018228147887
13450,33,51945,Petrol,110,1,0,1600,5,1075,10.857959996450335
11950,41,51732,Petrol,97,1,0,1400,3,1025,10.853851154743419
12495,39,50873,Petrol,110,1,0,1600,5,1075,10.837107266532058
13500,41,50856,Petrol,110,0,0,1600,4,1030,10.836773051786144
12750,40,50640,Petrol,110,1,0,1600,5,1075,10.832516803858471
12000,39,50000,Petrol,97,1,0,1400,5,1060,10.819798284210286
11950,38,49500,Petrol,110,1,0,1600,5,1075,10.809748150372926
12495,44,49332,Petrol,110,1,0,1600,5,1080,10.806348507298559
12450,34,49291,Petrol,110,1,0,1600,3,1040,10.805517075058013
14750,40,48952,Diesel,90,1,0,2000,5,1205,10.798615933108263
10950,39,48945,Petrol,110,0,0,1600,3,1040,10.798472928582948
13500,33,48928,Diesel,69,1,0,1900,3,1105,10.79812554671483
12950,38,48197,Petrol,110,1,0,1600,5,1075,10.783072805401867
13500,35,48052,Diesel,69,1,0,1900,3,1105,10.780059847413037
13450,34,48011,Petrol,110,1,0,1600,4,1030,10.779206258645235
13500,43,48000,Petrol,110,1,0,1600,5,1075,10.778977123006351
11480,41,47350,Petrol,110,1,0,1600,5,1075,10.765343217715396
13450,39,46821,Petrol,97,1,0,1400,5,1060,10.754108456920264
11495,39,46694,Petrol,110,0,0,1600,3,1040,10.751392371543819
12750,43,46515,Petrol,97,0,0,1400,5,1025,10.747551618412935
14990,38,46327,Petrol,110,1,0,1600,3,1055,10.743501808905625
12950,35,46304,Petrol,97,1,0,1400,5,1060,10.743005225604369
12950,40,45886,Petrol,110,1,0,1600,5,1080,10.73393713153216
12850,39,45713,Petrol,97,1,0,1400,5,1085,10.730159875701064
13950,40,45600,Petrol,110,1,1,1600,5,1105,10.727684925086583
11950,41,45287,Petrol,110,1,0,1600,5,1075,10.720797375716495
12950,39,45081,Petrol,110,1,0,1600,5,1075,10.716238332741906
11700,40,44830,Petrol,110,1,0,1600,5,1075,10.710655143391888
9950,37,44757,Petrol,97,0,0,1400,3,1025,10.7090254786751
11895,44,44218,Petrol,97,1,0,1400,5,1060,10.696909839954014
12950,43,43632,Petrol,110,1,0,1600,5,1075,10.683569023781297
12500,36,43427,Petrol,110,1,0,1600,3,1040,10.678859673351743
13875,39,43254,Petrol,110,1,0,1600,5,1075,10.674868112614474
10500,35,43000,Petrol,110,0,0,1600,3,1050,10.668978650219241
12295,33,42823,Petrol,110,1,0,1600,5,1075,10.664853972073217
13950,42,42560,Petrol,110,1,0,1600,5,1080,10.658693619980095
10950,38,41754,Petrol,110,0,0,1600,3,1040,10.63957448358733
12950,44,41499,CNG,110,1,0,1600,5,1103,10.63344870621879
12850,40,41339,Petrol,110,1,0,1600,5,1080,10.62958583323576
13995,35,41000,Petrol,110,1,0,1600,5,1075,10.62135173563291
13750,39,40000,Petrol,110,1,0,1600,3,1055,10.596659732783579
12750,37,39757,Petrol,110,1,0,1600,5,1075,10.590566357694467
12500,41,39659,Petrol,110,1,0,1600,3,1045,10.588098402073786
13950,43,39650,Petrol,110,0,0,1600,3,1055,10.587871447425917
11500,39,39524,Petrol,97,1,0,1398,3,1025,10.584688662077673
13950,44,39516,Petrol,97,1,0,1400,5,1060,10.58448623804925
11895,41,39439,Petrol,97,0,0,1400,5,1060,10.582535808716571
9950,44,39000,Petrol,97,1,0,1400,3,1025,10.571342565808699
13500,42,38932,Petrol,110,1,0,1600,3,1040,10.569597499027667
11450,37,38812,Petrol,97,0,0,1400,3,1025,10.566510521040522
12450,42,38665,Petrol,110,1,0,1600,5,1075,10.562715939892447
12950,40,38653,Petrol,110,1,0,1600,5,1080,10.562405541545413
13995,44,38461,Petrol,110,1,0,1600,5,1080,10.557426019870793
11750,42,38078,Petrol,97,0,0,1400,3,1025,10.547418228056287
11650,39,37782,Petrol,97,1,0,1400,5,1060,10.539614544996624
9950,43,37576,Petrol,97,0,0,1400,3,1030,10.534147440084249
13950,41,37533,Petrol,110,1,0,1600,5,1075,10.533002467851217
12950,44,37389,Petrol,110,1,0,1600,5,1080,10.529158567971159
10950,38,37320,Petrol,97,1,0,1400,3,1025,10.527311449886323
9900,42,37000,Petrol,97,1,0,1400,3,1025,10.518700218288165
11950,44,37000,Petrol,110,0,0,1600,4,1075,10.518700218288165
11990,40,36566,Petrol,110,0,0,1600,5,1090,10.506901473323946
10750,36,36269,Petrol,110,1,0,1600,5,1075,10.498746232276948
13950,37,36074,Petrol,110,1,1,1600,5,1075,10.493355383642072
11250,44,36066,Petrol,110,1,0,1600,3,1040,10.493133598827878
12950,39,34599,Petrol,110,1,0,1600,5,1075,10.451608961045816
11950,41,34000,Petrol,110,1,0,1600,5,1075,10.434145214930487
10950,42,33623,Petrol,97,1,0,1400,3,1025,10.422995376684952
12950,33,33591,Petrol,110,1,0,1600,5,1075,10.42204322236403
12950,35,33258,Petrol,110,1,0,1600,5,1075,10.412080686149404
11695,43,33113,Petrol,110,1,0,1600,5,1075,10.407711432667556
11000,41,33000,Petrol,110,1,1,1600,5,1075,10.404293143019792
13950,35,32941,Petrol,110,1,0,1600,5,1080,10.40250371834262
11950,38,32781,Petrol,110,0,0,1600,5,1075,10.397634863249305
11750,40,32532,Petrol,110,1,0,1600,3,1040,10.390010237778945
12400,34,32431,Petrol,97,1,0,1400,5,1060,10.38690086869178
12500,35,32000,Petrol,110,0,0,1600,3,1040,10.373522431293592
12900,33,31000,Petrol,110,1,0,1600,5,1075,10.34177474101152
12200,41,30989,Petrol,110,0,0,1600,3,1045,10.341419850781794
12750,43,30742,Petrol,110,1,0,1600,3,1040,10.333417605043806
11950,42,30190,Petrol,110,1,0,1600,5,1075,10.315299145703156
11900,41,29716,Petrol,116,1,0,1600,5,1075,10.299474551610182
11950,44,29716,Petrol,110,1,1,1600,3,1070,10.299474551610182
14950,42,29640,Petrol,110,0,0,1600,3,1055,10.296913817032536
11950,41,29056,Petrol,97,1,0,1400,5,1060,10.277014697108353
12950,33,28715,Petrol,110,1,0,1600,5,1075,10.265209737696374
14950,41,28571,Petrol,110,0,0,1600,5,1090,10.260182496274863
13450,40,28362,Petrol,110,1,0,1600,3,1040,10.252840757844124
13750,38,28150,Petrol,110,1,0,1600,5,1075,10.24533815691556
12950,43,27301,Petrol,110,1,0,1600,3,1040,10.214715238562922
12750,33,27240,Petrol,110,1,0,1600,5,1075,10.212478470309156
11895,39,27170,Petrol,97,1,0,1400,5,1060,10.209905507043057
9950,42,27141,Petrol,97,1,0,1400,5,1060,10.208837622641315
12450,38,26262,Petrol,110,1,0,1600,5,1075,10.175916383525095
12500,38,26000,Petrol,97,1,0,1400,5,1060,10.165890277802454
14950,43,25228,Petrol,110,1,0,1600,3,1045,10.135749405494865
13750,39,25062,Petrol,110,1,0,1600,5,1080,10.129147933974613
12695,39,24723,Petrol,110,1,1,1600,4,1060,10.115529710779164
